title,release_date,rating,imdb_id,tmbd_id,runtime,genres,budget,revenue
Corey Feldman: Moment of Truth,2018-01-06,PG,,496729,60.0,[['Documentary']],0,0
Tremors: A Cold Day in Hell,2018-05-01,PG-13,tt6086082,496704,98.0,"[['Science Fiction', 'Horror', 'Action', 'Comedy']]",0,0
CZW Cage of Death 18,2016-12-10,R,,496520,216.0,[[]],0,0
Magic Kimono,2017-12-01,PG-13,tt4437544,496479,95.0,"[['Comedy', 'Drama', 'Mystery']]",0,0
Cover Versions,2018-01-03,R,tt6109874,496245,84.0,"[['Mystery', 'Thriller']]",0,0
Maddman: The Steve Madden Story,2017-12-01,R,tt2987718,495779,78.0,[['Documentary']],0,0
The Landlord,2017-12-26,PG,tt7394406,495715,90.0,"[['Thriller', 'TV Movie']]",0,0
A History of Radness,2015-06-26,G,tt4677876,495504,26.0,"[['Family', 'TV Movie']]",0,0
Deadly Exchange,2017-12-27,PG-13,tt6932340,495398,89.0,"[['Drama', 'Crime', 'TV Movie']]",0,0
Runaway Romance,2018-01-07,G,tt6699114,495386,90.0,"[['Drama', 'Romance', 'TV Movie']]",0,0
Benji,2018-03-02,PG,tt1799516,495193,87.0,"[['Crime', 'Drama']]",0,0
Trauma,2018-01-05,R,tt4877326,495177,91.0,"[['History', 'War', 'Documentary']]",0,0
Jesus Christ Superstar Live in Concert,2018-04-01,PG,tt6874964,495029,99.0,"[['Music', 'TV Movie', 'Drama']]",0,0
Winter's Dream,2018-01-27,G,tt7594384,494963,84.0,"[['Romance', 'TV Movie']]",0,0
Stevie Nicks: Through the Looking Glass,2013-01-01,G,tt6512256,494919,128.0,[['Music']],0,0
A Christmas Snowman,2017-11-30,PG,,494800,10.0,[[]],0,0
Making Fun: The Story of Funko,2018-01-22,PG,tt7798844,494632,99.0,[['Documentary']],0,0
American Nightmare - Reunion Documentary,2012-08-07,R,,494470,,"[['Music', 'Documentary']]",0,0
Last Scene Alive: An Aurora Teagarden Mystery,2018-01-07,G,tt7768286,494466,85.0,"[['Mystery', 'TV Movie', 'Crime', 'Drama']]",0,0
Night of the Bumblebee,2010-11-25,R,,493803,97.0,[['Documentary']],0,0
Nights of the Bumblebee,2017-12-02,R,,493801,100.0,[['Documentary']],0,0
Jaded Velvet,2017-10-13,R,tt6609836,493456,84.0,[['Fantasy']],0,0
Sensei Tumbleweed,2016-10-23,PG-13,tt3891408,493452,64.0,"[['Comedy', 'Science Fiction']]",0,0
Rain River Falls,2017-02-28,R,tt5731468,493448,58.0,[['Fantasy']],0,0
Midnight Macabre,2017-05-02,R,tt4521686,493441,73.0,[[]],0,0
My Brother the Time Traveler,2017-12-02,PG,tt6436270,493282,91.0,"[['Comedy', 'Family']]",0,0
Science Fair,2018-09-14,PG,tt7153434,493121,90.0,[['Documentary']],0,0
Bad Reputation,2018-09-28,R,tt7525514,493092,95.0,"[['Documentary', 'Music']]",0,0
Banana Split,2018-09-22,R,tt7755856,493058,88.0,[['Comedy']],0,0
Elton John: I'm Still Standing - A Grammy Salute,2018-04-10,PG,tt8264268,492970,120.0,"[['Documentary', 'Music']]",0,0
The Akron Holy War,2017-09-17,PG,tt7235502,492861,94.0,[[]],0,0
The Commodore Story,2018-02-23,PG-13,tt6541512,492783,120.0,[['Documentary']],0,0
Decorating Disney: Holiday Magic,2017-12-18,PG,tt7775248,492690,58.0,"[['Documentary', 'Music']]",0,0
The Kid,2019-03-08,R,tt4975920,492565,100.0,"[['Western', 'Drama']]",8000000,0
Rotgut,2012-06-01,R,tt1900967,492523,101.0,[['Horror']],0,0
Ben Is Back,2018-12-05,R,tt7545524,492452,103.0,[['Drama']],13000000,0
Killerman,2019-08-08,R,tt7420342,492449,112.0,"[['Action', 'Thriller']]",0,0
Guest List,2017-10-12,PG,,492426,57.0,"[['Action', 'Adventure', 'Documentary']]",0,0
Deep Blue Sea 2,2018-04-17,R,tt7086706,492336,94.0,"[['Action', 'Horror', 'Science Fiction']]",0,0
Ladies First,2017-07-07,G,tt6896078,492184,39.0,[['Documentary']],450000,0
The Christmas Trap,2017-10-30,PG,tt7573804,491939,10.0,[[]],0,0
Mordeo,2017-04-27,R,tt7282404,491817,3.0,[['Horror']],0,0
Rocky Mountain Christmas,2017-12-22,G,tt7643644,491761,84.0,"[['Drama', 'TV Movie', 'Romance']]",0,0
You Killed My Mother,2017-12-07,PG-13,tt6881740,491487,85.0,"[['Thriller', 'TV Movie']]",0,0
At Eternity's Gate,2018-11-15,PG-13,tt6938828,491472,111.0,[['Drama']],0,0
Depth Perception,2017-10-16,G,tt7738490,491318,61.0,"[['Adventure', 'Documentary']]",0,0
Chasing Greatness,2016-07-05,G,tt5855924,491172,,"[['History', 'Documentary']]",0,0
Children Of Ether,2017-11-29,PG,tt7243464,491123,14.0,"[['Animation', 'Action', 'Adventure', 'Science Fiction']]",0,0
"Ram Dass, Going Home",2017-09-24,PG-13,tt6089564,491104,31.0,[['Documentary']],0,0
The Gospel According to André,2018-03-18,PG-13,tt7218804,491052,94.0,[['Documentary']],0,0
Delivering Christmas,2017-12-03,PG,tt7663890,490817,0.0,"[['Family', 'Drama']]",0,0
Monsters and Mysteries in Alaska,2010-03-14,PG,tt1988725,490641,43.0,[['Documentary']],0,0
The 90s the Most Shocking Celebrity Moments,2017-12-01,PG-13,tt7921250,490302,138.0,[['Documentary']],0,0
Dark Meridian,2017-08-09,R,tt5846628,490153,91.0,"[['Thriller', 'Crime']]",0,0
Christmas Next Door,2017-12-16,G,tt7616668,490146,84.0,"[['Romance', 'TV Movie']]",0,0
The Wonderful World of Disney: Magical Holiday Celebration,2017-11-30,PG,tt8040382,490081,120.0,"[['History', 'Music']]",0,0
Believer,2018-01-20,,tt7689424,490001,102.0,[['Documentary']],0,0
Science Moms,2017-10-28,G,,489978,30.0,[['Documentary']],0,0
Daphne & Velma,2018-04-29,G,tt7689052,489939,72.0,"[['Comedy', 'Horror', 'Action', 'Crime']]",0,0
All Rise,2019-11-22,R,tt2850272,489932,91.0,[['Drama']],0,0
Blindspotting,2018-07-20,R,tt7242142,489930,95.0,"[['Comedy', 'Drama']]",0,0
Hanna-Barbera Christmas Classics Collection,2012-09-14,G,,489920,,[[]],0,0
Titanic: 20 Years Later with James Cameron,2017-11-26,PG,tt7620568,489493,47.0,[['Documentary']],0,0
91st Annual Macy's Thanksgiving Day Parade,2017-11-23,G,tt7620960,489464,180.0,[['Family']],0,0
Once Upon a Time at Christmas,2017-11-26,R,tt6172696,489420,97.0,[['Horror']],0,0
Beyond A Year in Space,2017-11-15,PG,,489278,54.0,[['Documentary']],0,0
The Kill Team,2019-10-17,R,tt6196936,489245,87.0,"[['Drama', 'Action', 'Thriller']]",0,0
3 from Hell,2019-09-16,R,tt8134742,489064,115.0,[['Horror']],3000000,0
Poly-Love,2016-01-21,PG,tt6046296,489021,27.0,[['Documentary']],4000,0
Jay Billion's Anything But Love,2013-12-04,PG-13,tt3384118,488790,,[['Comedy']],0,0
Me Facing Life: Cyntoia's Story,2011-03-01,R,tt1349642,488783,69.0,[['Documentary']],0,0
Cycologic,2016-08-17,G,tt6331900,488543,15.0,"[['Adventure', 'Documentary', 'Drama']]",0,0
Trump's Road to the White House,2017-01-24,G,tt6465314,488499,55.0,[['Documentary']],0,0
Crash of Flight 447,2010-11-02,PG,tt1717366,488476,54.0,[['Documentary']],0,0
Dave Chappelle: Equanimity,2017-12-30,R,tt7806998,488223,64.0,[['Comedy']],0,0
The Storyteller Tour: Stories In the Round,2017-11-17,G,,488118,105.0,[['Music']],0,0
In-Shadow: A Modern Odyssey,2017-11-17,PG,tt7704904,488087,13.0,"[['Mystery', 'Animation']]",0,0
Chasing Titles Vol. 1,2017-09-15,R,tt7028338,487969,,"[['Action', 'Drama']]",0,0
The Kitchen,2019-08-08,PG-13,tt5822564,487680,104.0,[['Action']],38000000,0
Selfie Dad,2020-06-19,PG,tt6559576,487674,97.0,"[['Comedy', 'Family']]",0,0
Reign of the Supermen,2019-01-13,PG-13,tt7167686,487672,87.0,"[['Animation', 'Action', 'Science Fiction']]",0,0
The Death of Superman,2018-07-24,PG-13,tt7167658,487670,81.0,"[['Animation', 'Action', 'Drama', 'Science Fiction']]",0,0
Suicide Squad: Hell to Pay,2018-05-09,R,tt7167602,487242,86.0,"[['Action', 'Animation', 'Science Fiction']]",0,0
A Witches' Ball,2017-05-06,PG,tt5814408,487047,90.0,"[['Family', 'Fantasy', 'Science Fiction']]",0,0
Reunited,2016-09-27,PG-13,tt2147489,487046,85.0,"[['Romance', 'Drama', 'Family']]",0,0
A Very Country Christmas,2017-11-12,G,tt7001906,486982,83.0,"[['Drama', 'TV Movie', 'Romance']]",0,0
Them That Follow,2019-08-02,R,tt7313348,486832,98.0,"[['Horror', 'Drama', 'Thriller']]",0,0
Hashtag Luv Swag,2015-02-14,R,tt3640928,486816,90.0,[['Comedy']],0,0
Coin Operated,2017-10-03,G,tt6749332,486807,5.0,[['Animation']],0,0
Bobbi Kristina,2017-10-08,PG-13,tt7344682,486760,82.0,"[['Drama', 'Family', 'Music', 'TV Movie']]",0,0
DeRay Davis: How to Act Black,2017-11-14,PG,tt7288084,486331,66.0,[['Comedy']],0,0
Ode to Los Angeles,2011-05-01,G,tt1943773,485834,1.0,[['Family']],0,0
The Walk,2015-11-06,R,tt2159988,485617,89.0,"[['Thriller', 'Crime']]",0,0
Second Chance Christmas,2017-11-05,G,tt6615240,485614,87.0,"[['Romance', 'TV Movie', 'Drama', 'Comedy']]",0,0
Day of the Dead: Bloodline,2017-12-29,R,tt3053228,485415,90.0,"[['Action', 'Horror']]",8000000,0
Surfin' For The Ugly Broads,2010-04-01,NC-17,,485334,48.0,[[]],0,0
Megeti - Africa's Lost Wolf,2016-01-01,PG-13,tt6959548,485216,50.0,[['Documentary']],0,0
Elizabeth Smart: Autobiography,2017-11-12,PG,,484984,90.0,"[['Documentary', 'History']]",0,0
Singularity,2017-11-24,PG-13,tt7312940,484886,92.0,[['Science Fiction']],0,0
Big Baby,2015-11-01,NR,tt3685310,484646,82.0,[['Family']],0,0
Trolls Holiday,2017-11-01,PG,tt6645614,484510,26.0,"[['Adventure', 'Animation', 'Comedy', 'Family', 'TV Movie', 'Fantasy', 'Music']]",0,0
The Hole in the Ground,2019-03-01,R,tt6198946,484437,90.0,[['Horror']],0,0
Judah Friedlander: America Is the Greatest Country in the United States,2017-10-31,R,tt7582890,484413,84.0,[['Comedy']],0,0
The Valley,2018-06-08,R,tt4939156,484368,95.0,[['Drama']],0,0
Kaskade: Freaks of Nature Tour,2013-05-14,PG,,484367,,[['Music']],0,0
Up the Duff,2018-01-05,NR,,484203,8.0,"[['Comedy', 'Drama']]",33,0
Z-O-M-B-I-E-S,2018-02-16,G,tt6878820,483980,94.0,"[['Comedy', 'Romance', 'TV Movie', 'Fantasy', 'Music']]",0,0
Polar,2019-01-25,R,tt4139588,483906,119.0,"[['Action', 'Crime', 'Drama']]",0,0
Tiny Christmas,2017-12-02,G,tt6727816,483863,90.0,"[['Adventure', 'Comedy', 'Family', 'TV Movie']]",0,0
Mark Mammone ... Who?,2017-02-28,PG,tt6283758,483816,36.0,[['Comedy']],0,0
Totem,2017-10-31,NR,tt6791238,483737,89.0,[['Horror']],0,0
87th Annual Macy's Thanksgiving Day Parade,2013-11-28,G,tt3696958,483599,180.0,[['Family']],0,0
90th Annual Macy's Thanksgiving Day Parade,2016-11-24,G,tt6272884,483580,180.0,[[]],0,0
86th Annual Macy's Thanksgiving Day Parade,2012-11-22,G,tt2537434,483579,180.0,[['Family']],0,0
Sharing Christmas,2017-12-10,G,tt7697712,483558,84.0,"[['Romance', 'TV Movie']]",0,0
Magical Christmas Ornaments,2017-12-03,G,tt7642542,483554,84.0,"[['Romance', 'Drama', 'TV Movie']]",0,0
Christmas in Angel Falls,2018-06-01,G,tt7704762,483548,84.0,"[['Drama', 'TV Movie']]",0,0
Fast and Furriest,2017-05-31,G,tt6210784,483379,69.0,[[]],0,0
Armed,2018-09-14,R,tt4824316,483315,120.0,"[['Action', 'Thriller']]",0,0
Camper Boyz,2014-11-21,R,,483299,7.0,[['Comedy']],0,0
Eli,2019-10-18,R,tt5294518,483202,98.0,[['Horror']],0,0
Morning Has Broken,2020-05-09,R,tt5726800,483157,0.0,[['Drama']],0,0
A Christmas Prince,2017-11-17,PG,tt7608418,483104,92.0,[['Romance']],0,0
Love Waits,2015-01-03,PG,tt3782810,483097,115.0,"[['Romance', 'Comedy', 'Family']]",0,0
Gags The Clown,2019-09-03,R,tt6570372,483096,89.0,"[['Thriller', 'Horror', 'Comedy']]",0,0
St. Osmund's,2013-05-17,R,tt2634584,483095,82.0,[['Horror']],0,0
Channel,2016-04-23,PG-13,tt5553982,483083,12.0,[['Thriller']],100,0
Wild Rose,2019-04-12,R,tt5117428,482981,101.0,"[['Music', 'Comedy', 'Drama']]",0,0
The Abundance Factor,2015-09-08,G,tt4947508,482713,93.0,[['Documentary']],0,0
Maine Girls,2017-06-02,PG,tt5831756,482361,28.0,[['Documentary']],0,0
"An American, Portrait of Raymond Luc Levasseur",2015-09-21,PG,tt5560682,482351,99.0,[['Documentary']],0,0
Valley Girl,2020-05-08,PG-13,tt1266036,482273,102.0,"[['Comedy', 'Romance']]",0,0
GRAMMYS' Greatest Stories: A 60th Anniversary Special,2017-11-23,PG,,482180,125.0,"[['Documentary', 'Music']]",0,0
What Am I,2017-10-18,R,tt3004740,482051,80.0,"[['Drama', 'Romance']]",0,0
"The ""Woods People"" The Beginning",2011-01-01,PG,,481909,45.0,[['Documentary']],0,0
Tim & Faith: Soul2Soul,2017-11-17,PG,tt7550576,481831,55.0,"[['Documentary', 'Music']]",0,0
Solomon's Requiem,2017-10-16,R,tt7521848,481717,95.0,"[['Comedy', 'Horror', 'Thriller']]",50000,0
National Parks Exploration Series: Acadia - The First National Park East of the Mississippi,2013-01-01,G,,481353,60.0,[['Documentary']],0,0
D.H.A.R.M.A. 9,2017-10-14,R,tt7512314,481215,65.0,"[['Adventure', 'Action']]",5000,0
All the Devil's Men,2018-05-12,R,tt6012244,481203,99.0,[['Action']],0,0
The Brawler,2018-01-19,R,tt5471472,481117,95.0,"[['Crime', 'Drama', 'History', 'Romance']]",0,0
The Midnight Man,2017-10-03,R,tt5361064,481061,88.0,"[['Comedy', 'Horror', 'Thriller']]",0,0
Nemr: No Bombing in Beirut,2017-10-07,R,tt7574286,480927,60.0,[['Comedy']],0,0
Winter Wedding,2017-12-25,PG,tt6364638,480919,90.0,"[['Romance', 'TV Movie']]",0,0
Dirt,2018-03-07,PG-13,tt5691084,480823,102.0,[['Drama']],0,0
The Perfect Christmas Present,2017-11-04,G,tt6398464,480638,83.0,[['Romance']],0,0
Christmas Getaway,2017-12-23,G,tt7688990,480623,84.0,"[['Romance', 'TV Movie']]",0,0
Christmas at Holly Lodge,2017-12-03,G,tt7557728,480622,84.0,"[['Drama', 'TV Movie', 'Romance']]",0,0
Michel'le: Still Standing,2017-10-20,PG,,480613,95.0,"[['History', 'Documentary']]",0,0
Wunderland,2018-02-19,PG-13,tt5815078,480465,85.0,"[['War', 'Action']]",0,0
Shopkins - World Vacation,2017-10-05,G,tt7437462,480255,71.0,"[['Animation', 'Family']]",0,0
47 Meters Down: Uncaged,2019-08-15,PG-13,tt7329656,480105,90.0,[['Horror']],12000000,0
Nightmare Cinema,2018-07-12,R,tt7349910,480100,119.0,[['Horror']],0,0
Escape Plan: The Extractors,2019-06-20,R,tt6772804,480042,97.0,"[['Action', 'Thriller']]",0,0
Stuck,2019-04-19,PG-13,tt3696610,479869,85.0,"[['Music', 'Drama']]",0,0
OETA's On The Record: Ken Burns,2014-09-15,G,,479812,28.0,[['Documentary']],0,0
Katy Perry: Will You Be My Witness?,2017-10-04,G,tt7519410,479668,86.0,"[['Documentary', 'Music']]",0,0
Iceman Reborn,2016-02-17,G,tt5477308,479644,50.0,[['Documentary']],0,0
The Revival,2017-07-08,R,tt5811808,479381,85.0,"[['Drama', 'Romance']]",0,0
Lost Girls and Love Hotels,2020-10-15,R,tt0920462,479259,97.0,"[['Drama', 'Thriller']]",0,0
Acts of Violence,2018-01-12,R,tt6684714,479040,86.0,[['Action']],0,0
Permanent,2014-07-12,PG,tt3828090,478957,111.0,"[['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']]",15000,0
Once Upon a Winter's Date,2017-09-26,G,tt6964966,478829,70.0,[['Romance']],0,0
MTV Unplugged: Bleachers,2017-09-16,PG,,478581,41.0,[['Music']],0,0
Raven,2010-08-14,R,tt1371141,478579,100.0,[['Horror']],0,0
Prison State,2014-04-29,PG-13,tt3575790,478546,90.0,[['Documentary']],0,0
Body of Deceit,2017-09-19,R,tt3646836,477997,92.0,[['Thriller']],0,0
The White Crow,2019-03-22,R,tt5460858,477887,127.0,[['Drama']],0,0
Zilla and Zoe,2017-05-17,PG-13,tt4817466,477589,104.0,"[['Comedy', 'Horror']]",0,0
Good Kids,2016-03-01,R,tt4954458,477586,65.0,[['Drama']],0,0
Dog Days,2018-08-10,PG,tt7365604,477510,112.0,"[['Comedy', 'Romance', 'Drama']]",0,0
The Guest House,2017-09-19,R,tt2421910,477207,96.0,[['Thriller']],0,0
The Titan,2018-03-30,R,tt4986098,476926,97.0,"[['Science Fiction', 'Thriller']]",0,0
The Front Runner,2018-11-06,R,tt7074886,476764,113.0,"[['Drama', 'History']]",0,0
Raise Your Kids on Seltzer,2015-12-01,R,tt3317022,476684,107.0,"[['Drama', 'Comedy', 'Thriller']]",0,0
Elizabeth Blue,2017-09-22,PG-13,tt5881892,476656,95.0,[['Drama']],0,0
Barbie: Dolphin Magic,2017-10-13,G,tt7130740,476631,63.0,"[['Animation', 'Adventure', 'Family', 'Fantasy']]",0,0
Escape from Mr. Lemoncello's Library,2017-12-26,G,tt5878476,476549,69.0,"[['Family', 'Fantasy']]",5000000,0
Hanazuki: Full of Treasures,2017-10-06,G,tt7543060,476480,5.0,"[['Fantasy', 'Animation', 'Family']]",0,0
Alicia Keys and Maren Morris on CMT Crossroads,2016-12-02,G,,476430,41.0,[['Music']],0,0
Anastasia: Once Upon a Time,2019-11-12,PG,tt7014356,476389,89.0,"[['Adventure', 'Fantasy', 'Family']]",0,0
Shock and Awe,2018-07-13,R,tt5540992,476335,90.0,"[['Drama', 'History', 'Thriller']]",0,0
Ghostland,2018-03-15,R,tt6195094,476299,91.0,"[['Horror', 'Mystery', 'Thriller']]",0,0
Daisy Winters,2017-10-06,PG-13,tt3702088,476195,90.0,[['Drama']],0,0
ブレードランナー ブラックアウト 2022,2017-09-26,PG-13,tt7428594,475946,15.0,"[['Action', 'Animation', 'Science Fiction']]",0,0
2048: Nowhere to Run,2017-09-14,PG-13,tt7387408,475759,6.0,"[['Science Fiction', 'Thriller', 'Action']]",0,0
Artemis Fowl,2020-06-12,PG,tt3089630,475430,95.0,"[['Adventure', 'Fantasy', 'Science Fiction', 'Family']]",125000000,0
Analog Gaming,2017-08-12,G,tt6977014,475289,60.0,[['Documentary']],0,0
The Outdoorsman,2017-10-28,PG-13,tt6021694,475211,89.0,[[]],0,0
A Private War,2018-11-16,R,tt2368254,475132,106.0,"[['Drama', 'War']]",0,0
Fat Chance,2017-01-17,PG,,475077,105.0,[['Documentary']],0,0
Christmas Connection,2017-12-17,G,tt7630836,474994,84.0,"[['Drama', 'TV Movie', 'Mystery', 'Romance']]",0,0
Marry Me at Christmas,2017-10-28,G,tt6791000,474987,84.0,"[['Romance', 'TV Movie']]",0,0
Finding Santa,2017-11-24,G,tt7385392,474985,84.0,"[['TV Movie', 'Romance']]",0,0
Coming Home for Christmas,2017-11-18,G,tt7038614,474983,84.0,"[['Romance', 'TV Movie']]",0,0
The Christmas Train,2017-11-25,G,tt7370936,474982,98.0,"[['Family', 'TV Movie', 'Drama', 'Romance']]",0,0
Christmas in the Air,2017-11-05,G,tt6605352,474981,84.0,"[['TV Movie', 'Romance', 'Drama']]",0,0
Evergreen Inn,2017-12-09,G,,474980,90.0,[[]],0,0
Christmas in Evergreen,2017-12-02,G,tt7440948,474977,84.0,"[['Romance', 'TV Movie', 'Drama']]",0,0
"With Love, Christmas",2017-11-22,G,tt7647000,474976,83.0,"[['TV Movie', 'Romance']]",0,0
The Sweetest Christmas,2017-11-11,G,tt7030432,474972,84.0,"[['Romance', 'TV Movie']]",0,0
The China Hustle,2018-03-30,R,tt7215388,474753,84.0,[['Documentary']],0,0
Mariah Carey's All I Want for Christmas Is You,2017-09-11,G,tt6678950,474498,91.0,"[['Animation', 'Family']]",0,0
Samson,2018-02-16,PG-13,tt6951892,474392,110.0,"[['Action', 'Drama', 'Adventure']]",0,0
22 July,2018-10-10,R,tt7280898,474354,143.0,"[['Drama', 'History', 'Thriller', 'Crime']]",20000000,0
Life's Rocky Start,2016-01-13,G,tt5341406,474231,0.0,[['Documentary']],0,0
Trading Paint,2019-02-22,R,tt7052494,474214,87.0,[['Action']],0,0
Demon House,2019-12-16,R,tt4130484,474104,111.0,"[['Documentary', 'Horror', 'Mystery']]",150000,0
Dream Sequence,2017-07-26,G,,473617,3.0,[['Drama']],0,0
Princess Diana: Tragedy or Treason?,2017-07-31,PG,tt7200890,473552,133.0,"[['Documentary', 'TV Movie']]",0,0
Voyeur,2017-10-04,R,tt7588790,473415,95.0,[['Documentary']],0,0
Slipknot: Day of the Gusano,2017-09-06,R,tt7192934,473372,0.0,[['Music']],0,0
The Bitcoin Phenomenon,2014-01-01,G,tt4250314,473230,35.0,[['Documentary']],1000000,0
Dislocation Blues,2017-09-08,PG,tt7038154,473187,17.0,[[]],0,0
Dead Again in Tombstone,2017-08-30,R,tt5794440,473165,99.0,[['Western']],0,0
ESPN Films: Nixon's National Champs,2014-12-28,PG,tt4316410,473139,22.0,[['Documentary']],0,0
2036: Nexus Dawn,2017-08-29,PG-13,tt7326248,473072,6.0,"[['Science Fiction', 'Thriller']]",0,0
Invader ZIM: Enter the Florpus,2019-08-16,PG,tt6739094,472983,71.0,"[['Animation', 'Comedy', 'Family', 'Science Fiction', 'TV Movie']]",0,0
Dumplin',2018-12-20,PG-13,tt4878482,472734,110.0,"[['Comedy', 'Drama']]",0,0
The Last Man,2018-09-06,R,tt3312180,472715,101.0,"[['Action', 'Drama', 'Science Fiction', 'Thriller']]",0,0
The Goldfinch,2019-09-12,R,tt3864056,472674,149.0,[['Drama']],40000000,0
Cold Ground,2017-01-01,R,tt4144350,472591,86.0,"[['Horror', 'Mystery', 'Science Fiction']]",0,0
A Sloth Named Velcro,2014-11-05,PG,,472466,60.0,[['Documentary']],0,0
Treasure Hounds,2017-08-15,PG,tt6400674,472110,88.0,"[['Family', 'Fantasy']]",0,0
Chocolate City: Vegas Strip,2016-07-04,PG-13,tt5485482,471981,0.0,[['Drama']],0,0
Fire Fade,2017-08-25,R,tt7400674,471882,21.0,"[['Music', 'Drama']]",0,0
Charlie Says,2019-05-10,R,tt1759744,471859,104.0,"[['Drama', 'Crime']]",0,0
Destroyer,2018-12-25,R,tt7137380,471507,121.0,"[['Thriller', 'Crime', 'Drama', 'Action']]",9000000,0
Greta,2018-09-06,R,tt2639336,471506,98.0,"[['Thriller', 'Mystery', 'Horror']]",0,0
Ryde,2017-09-15,R,tt5339418,471493,84.0,"[['Thriller', 'Horror', 'Crime']]",0,0
Anabolic Life,2017-12-05,PG-13,tt3259276,471138,89.0,[['Thriller']],0,0
Wheelman,2017-10-20,R,tt5723286,471014,82.0,"[['Action', 'Crime', 'Mystery', 'Thriller']]",0,0
Beast,2017-09-09,R,tt5628302,470918,107.0,"[['Drama', 'Thriller', 'Mystery', 'Crime']]",0,0
At First Light,2018-10-05,PG-13,tt5994166,470894,90.0,"[['Thriller', 'Science Fiction']]",0,0
Beach Massacre at Kill Devil Hills,2016-10-27,NR,tt3666492,470593,99.0,[['Horror']],0,0
The Wilde Wedding,2017-09-15,R,tt5066056,470472,95.0,"[['Comedy', 'Romance']]",0,0
Rogue Warrior: Robot Fighter,2017-06-06,PG-13,tt4937114,470458,101.0,"[['Action', 'Science Fiction']]",3800000,0
Mindfulness: Be Happy Now,2015-11-10,G,tt5192640,470456,84.0,[['Documentary']],0,0
Exposed,2015-03-20,R,tt3551692,470335,0.0,[['Drama']],0,0
24 Hours to Live,2017-10-26,R,tt5442456,470114,94.0,"[['Action', 'Science Fiction', 'Thriller', 'Mystery']]",0,0
Metallica: Making of Hardwired... to Self-Destruct,2016-11-25,R,,470058,108.0,[['Music']],0,0
The Student,2017-03-20,PG-13,tt5873672,470006,90.0,[['Thriller']],0,0
Pup Star: Better 2Gether,2017-08-29,G,tt6357074,469922,90.0,[['Family']],0,0
I Declare War,2015-01-10,R,tt4768794,469856,81.0,"[['Action', 'Crime', 'Drama', 'Thriller']]",0,0
Climate: A Few Degrees Less,2015-01-01,G,tt6961670,469797,53.0,[[]],0,0
"Sun, Sand & Romance",2017-08-26,G,tt7064954,469779,84.0,"[['Romance', 'TV Movie']]",0,0
At Home in Mitford,2017-08-20,G,tt7140696,469777,84.0,"[['Romance', 'TV Movie']]",0,0
Summer in the Vineyard,2017-08-12,G,tt7042586,469773,90.0,"[['Romance', 'TV Movie']]",0,0
Same Time Next Week,2017-08-05,G,tt5985260,469736,83.0,"[['Romance', 'TV Movie']]",0,0
The Cured,2017-11-24,R,tt3463106,469721,95.0,"[['Horror', 'Drama', 'Science Fiction']]",0,0
Bobby the Hedgehog,2016-07-22,PG,tt3574822,469113,94.0,"[['Animation', 'Family']]",0,0
The Women Who Kill Lions,2016-11-18,PG-13,tt5859338,469063,47.0,[[]],0,0
Super Size Me 2: Holy Chicken!,2019-09-06,PG-13,tt7215262,468996,93.0,[['Documentary']],0,0
The Medal of Honor: The Stories of Our Nation's Most Celebrated Heroes,2012-04-03,PG-13,tt2134100,468705,244.0,[['Documentary']],0,0
Brownie Speaks,2014-08-26,PG-13,tt4333138,468118,87.0,"[['Drama', 'Documentary', 'History', 'Music']]",0,0
